Date,Area,Rainfall_mm
08-11-2024,REDHILLS,93.89
09-11-2024,REDHILLS,11.84
10-11-2024,REDHILLS,40.47
11-11-2024,REDHILLS,14.25
12-11-2024,REDHILLS,50.92
13-11-2024,REDHILLS,4.98
14-11-2024,REDHILLS,73.76
15-11-2024,REDHILLS,6.17
16-11-2024,REDHILLS,9.87
17-11-2024,REDHILLS,35.28
18-11-2024,REDHILLS,12.51
19-11-2024,REDHILLS,23.43
20-11-2024,REDHILLS,14.7
21-11-2024,REDHILLS,33.91
22-11-2024,REDHILLS,6.48
23-11-2024,REDHILLS,1.51
24-11-2024,REDHILLS,8.91
25-11-2024,REDHILLS,16.08
26-11-2024,REDHILLS,4.6
27-11-2024,REDHILLS,10.95
28-11-2024,REDHILLS,12.77
29-11-2024,REDHILLS,1.48
30-11-2024,REDHILLS,21.89
01-12-2024,REDHILLS,53.93
02-12-2024,REDHILLS,4.11
03-12-2024,REDHILLS,22.77
04-12-2024,REDHILLS,27.32
05-12-2024,REDHILLS,13.59
06-12-2024,REDHILLS,30.19
07-12-2024,REDHILLS,13.22
08-12-2024,REDHILLS,17.56
09-12-2024,REDHILLS,0.18
10-12-2024,REDHILLS,29.42
11-12-2024,REDHILLS,27.07
12-12-2024,REDHILLS,0.98
13-12-2024,REDHILLS,11.48
14-12-2024,REDHILLS,96.62
15-12-2024,REDHILLS,13.65
16-12-2024,REDHILLS,17.43
17-12-2024,REDHILLS,60.18
18-12-2024,REDHILLS,31.58
19-12-2024,REDHILLS,21.81
20-12-2024,REDHILLS,39.96
21-12-2024,REDHILLS,49.94
22-12-2024,REDHILLS,15.26
23-12-2024,REDHILLS,16.11
24-12-2024,REDHILLS,12.2
25-12-2024,REDHILLS,85.06
26-12-2024,REDHILLS,29.86
27-12-2024,REDHILLS,2.17
28-12-2024,REDHILLS,49.69
29-12-2024,REDHILLS,16.38
30-12-2024,REDHILLS,1.78
31-12-2024,REDHILLS,19.95
01-01-2025,REDHILLS,1.08
02-01-2025,REDHILLS,4.2
03-01-2025,REDHILLS,0.46
04-01-2025,REDHILLS,3.5
05-01-2025,REDHILLS,1.63
06-01-2025,REDHILLS,0.11
07-01-2025,REDHILLS,7.14
08-01-2025,REDHILLS,1.44
09-01-2025,REDHILLS,0.69
10-01-2025,REDHILLS,1.27
11-01-2025,REDHILLS,3.9
12-01-2025,REDHILLS,0.73
13-01-2025,REDHILLS,0.43
14-01-2025,REDHILLS,0.28
15-01-2025,REDHILLS,0.71
16-01-2025,REDHILLS,3.03
17-01-2025,REDHILLS,1.28
18-01-2025,REDHILLS,0.52
19-01-2025,REDHILLS,0.36
20-01-2025,REDHILLS,0.81
21-01-2025,REDHILLS,5.62
22-01-2025,REDHILLS,0.84
23-01-2025,REDHILLS,8.87
24-01-2025,REDHILLS,1.33
25-01-2025,REDHILLS,0.39
26-01-2025,REDHILLS,4.44
27-01-2025,REDHILLS,1.23
28-01-2025,REDHILLS,2.47
29-01-2025,REDHILLS,8.23
30-01-2025,REDHILLS,0.1
31-01-2025,REDHILLS,0.2
01-02-2025,REDHILLS,2.55
02-02-2025,REDHILLS,0.66
03-02-2025,REDHILLS,0.41
04-02-2025,REDHILLS,0.08
05-02-2025,REDHILLS,0.04
06-02-2025,REDHILLS,2.98
07-02-2025,REDHILLS,0.29
08-02-2025,REDHILLS,1.26
09-02-2025,REDHILLS,1.86
10-02-2025,REDHILLS,1.12
11-02-2025,REDHILLS,0.05
12-02-2025,REDHILLS,3.06
13-02-2025,REDHILLS,0.02
14-02-2025,REDHILLS,2.87
15-02-2025,REDHILLS,4.48
16-02-2025,REDHILLS,1.13
17-02-2025,REDHILLS,1.53
18-02-2025,REDHILLS,1.3
19-02-2025,REDHILLS,0.99
20-02-2025,REDHILLS,4.37
21-02-2025,REDHILLS,4.49
22-02-2025,REDHILLS,0.82
23-02-2025,REDHILLS,1.91
24-02-2025,REDHILLS,5.23
25-02-2025,REDHILLS,6.54
26-02-2025,REDHILLS,1.42
27-02-2025,REDHILLS,1.21
28-02-2025,REDHILLS,0.65
01-03-2025,REDHILLS,6.38
02-03-2025,REDHILLS,0.31
03-03-2025,REDHILLS,1.73
04-03-2025,REDHILLS,0.66
05-03-2025,REDHILLS,0.65
06-03-2025,REDHILLS,1.04
07-03-2025,REDHILLS,13.44
08-03-2025,REDHILLS,0.11
09-03-2025,REDHILLS,1.73
10-03-2025,REDHILLS,0.17
11-03-2025,REDHILLS,0.34
12-03-2025,REDHILLS,1.16
13-03-2025,REDHILLS,1.43
14-03-2025,REDHILLS,0.6
15-03-2025,REDHILLS,0.76
16-03-2025,REDHILLS,0.18
17-03-2025,REDHILLS,0.72
18-03-2025,REDHILLS,6.8
19-03-2025,REDHILLS,5.79
20-03-2025,REDHILLS,0.82
21-03-2025,REDHILLS,1.69
22-03-2025,REDHILLS,4.81
23-03-2025,REDHILLS,0.01
24-03-2025,REDHILLS,3.33
25-03-2025,REDHILLS,5.93
26-03-2025,REDHILLS,0.19
27-03-2025,REDHILLS,0.35
28-03-2025,REDHILLS,6.48
29-03-2025,REDHILLS,1.54
30-03-2025,REDHILLS,0.03
31-03-2025,REDHILLS,0.6
01-04-2025,REDHILLS,1.2
02-04-2025,REDHILLS,2.36
03-04-2025,REDHILLS,2.64
04-04-2025,REDHILLS,10.77
05-04-2025,REDHILLS,0.68
06-04-2025,REDHILLS,1.55
07-04-2025,REDHILLS,1.52
08-04-2025,REDHILLS,1.04
09-04-2025,REDHILLS,0.37
10-04-2025,REDHILLS,7.58
11-04-2025,REDHILLS,3.84
12-04-2025,REDHILLS,1.38
13-04-2025,REDHILLS,1.85
14-04-2025,REDHILLS,0.52
15-04-2025,REDHILLS,1.57
16-04-2025,REDHILLS,2.37
17-04-2025,REDHILLS,1.45
18-04-2025,REDHILLS,9.27
19-04-2025,REDHILLS,1.89
20-04-2025,REDHILLS,0.93
21-04-2025,REDHILLS,2.96
22-04-2025,REDHILLS,0.37
23-04-2025,REDHILLS,0.97
24-04-2025,REDHILLS,0.85
25-04-2025,REDHILLS,1.13
26-04-2025,REDHILLS,3.04
27-04-2025,REDHILLS,1.32
28-04-2025,REDHILLS,3.16
29-04-2025,REDHILLS,1.72
30-04-2025,REDHILLS,0.84
01-05-2025,REDHILLS,3.32
02-05-2025,REDHILLS,0.54
03-05-2025,REDHILLS,0.51
04-05-2025,REDHILLS,1.4
05-05-2025,REDHILLS,0.6
06-05-2025,REDHILLS,0.02
07-05-2025,REDHILLS,2.09
08-05-2025,REDHILLS,1.43
09-05-2025,REDHILLS,1.18
10-05-2025,REDHILLS,6.82
11-05-2025,REDHILLS,1.69
12-05-2025,REDHILLS,3.98
13-05-2025,REDHILLS,0.3
14-05-2025,REDHILLS,1.68
15-05-2025,REDHILLS,4.05
16-05-2025,REDHILLS,1.75
17-05-2025,REDHILLS,2.53
18-05-2025,REDHILLS,0.93
19-05-2025,REDHILLS,0.19
20-05-2025,REDHILLS,1.22
21-05-2025,REDHILLS,1.0
22-05-2025,REDHILLS,4.04
23-05-2025,REDHILLS,0.56
24-05-2025,REDHILLS,6.81
25-05-2025,REDHILLS,6.35
26-05-2025,REDHILLS,0.57
27-05-2025,REDHILLS,0.86
28-05-2025,REDHILLS,4.52
29-05-2025,REDHILLS,6.8
30-05-2025,REDHILLS,1.17
31-05-2025,REDHILLS,0.77
01-06-2025,REDHILLS,1.49
02-06-2025,REDHILLS,2.33
03-06-2025,REDHILLS,0.64
04-06-2025,REDHILLS,2.67
05-06-2025,REDHILLS,0.11
06-06-2025,REDHILLS,0.1
07-06-2025,REDHILLS,0.98
08-06-2025,REDHILLS,0.87
09-06-2025,REDHILLS,0.76
10-06-2025,REDHILLS,1.35
11-06-2025,REDHILLS,0.77
12-06-2025,REDHILLS,0.43
13-06-2025,REDHILLS,0.74
14-06-2025,REDHILLS,7.37
15-06-2025,REDHILLS,1.06
16-06-2025,REDHILLS,1.18
17-06-2025,REDHILLS,1.72
18-06-2025,REDHILLS,8.19
19-06-2025,REDHILLS,0.55
20-06-2025,REDHILLS,2.29
21-06-2025,REDHILLS,2.52
22-06-2025,REDHILLS,1.87
23-06-2025,REDHILLS,0.19
24-06-2025,REDHILLS,2.26
25-06-2025,REDHILLS,0.13
26-06-2025,REDHILLS,1.81
27-06-2025,REDHILLS,2.69
28-06-2025,REDHILLS,0.47
29-06-2025,REDHILLS,3.69
30-06-2025,REDHILLS,0.06
01-07-2025,REDHILLS,3.71
02-07-2025,REDHILLS,1.23
03-07-2025,REDHILLS,0.49
04-07-2025,REDHILLS,0.29
05-07-2025,REDHILLS,6.13
06-07-2025,REDHILLS,0.15
07-07-2025,REDHILLS,0.44
08-07-2025,REDHILLS,0.85
09-07-2025,REDHILLS,1.94
10-07-2025,REDHILLS,1.57
11-07-2025,REDHILLS,0.27
12-07-2025,REDHILLS,0.68
13-07-2025,REDHILLS,0.55
14-07-2025,REDHILLS,0.48
15-07-2025,REDHILLS,1.06
16-07-2025,REDHILLS,2.44
17-07-2025,REDHILLS,0.49
18-07-2025,REDHILLS,0.91
19-07-2025,REDHILLS,0.99
20-07-2025,REDHILLS,7.5
21-07-2025,REDHILLS,6.19
22-07-2025,REDHILLS,3.22
23-07-2025,REDHILLS,0.55
24-07-2025,REDHILLS,0.14
25-07-2025,REDHILLS,0.76
26-07-2025,REDHILLS,0.62
27-07-2025,REDHILLS,1.41
28-07-2025,REDHILLS,3.01
29-07-2025,REDHILLS,3.91
30-07-2025,REDHILLS,3.73
31-07-2025,REDHILLS,0.89
01-08-2025,REDHILLS,2.32
02-08-2025,REDHILLS,0.75
03-08-2025,REDHILLS,0.13
04-08-2025,REDHILLS,2.42
05-08-2025,REDHILLS,0.02
06-08-2025,REDHILLS,1.05
07-08-2025,REDHILLS,0.8
08-08-2025,REDHILLS,2.36
09-08-2025,REDHILLS,2.91
10-08-2025,REDHILLS,0.73
11-08-2025,REDHILLS,3.34
12-08-2025,REDHILLS,0.7
13-08-2025,REDHILLS,1.18
14-08-2025,REDHILLS,2.6
15-08-2025,REDHILLS,2.36
16-08-2025,REDHILLS,8.74
17-08-2025,REDHILLS,0.51
18-08-2025,REDHILLS,2.17
19-08-2025,REDHILLS,1.88
20-08-2025,REDHILLS,4.93
21-08-2025,REDHILLS,0.34
22-08-2025,REDHILLS,2.79
23-08-2025,REDHILLS,1.68
24-08-2025,REDHILLS,0.64
25-08-2025,REDHILLS,1.29
26-08-2025,REDHILLS,0.81
27-08-2025,REDHILLS,1.73
28-08-2025,REDHILLS,4.4
29-08-2025,REDHILLS,1.68
30-08-2025,REDHILLS,2.0
31-08-2025,REDHILLS,1.46
01-09-2025,REDHILLS,0.11
02-09-2025,REDHILLS,0.53
03-09-2025,REDHILLS,1.35
04-09-2025,REDHILLS,0.74
05-09-2025,REDHILLS,0.4
06-09-2025,REDHILLS,1.4
07-09-2025,REDHILLS,0.78
08-09-2025,REDHILLS,0.6
09-09-2025,REDHILLS,1.25
10-09-2025,REDHILLS,0.29
11-09-2025,REDHILLS,5.26
12-09-2025,REDHILLS,4.05
13-09-2025,REDHILLS,2.46
14-09-2025,REDHILLS,0.22
15-09-2025,REDHILLS,2.99
16-09-2025,REDHILLS,3.3
17-09-2025,REDHILLS,2.92
18-09-2025,REDHILLS,0.24
19-09-2025,REDHILLS,2.07
20-09-2025,REDHILLS,3.6
21-09-2025,REDHILLS,1.72
22-09-2025,REDHILLS,2.08
23-09-2025,REDHILLS,1.23
24-09-2025,REDHILLS,1.5
25-09-2025,REDHILLS,0.07
26-09-2025,REDHILLS,2.04
27-09-2025,REDHILLS,0.17
28-09-2025,REDHILLS,1.14
29-09-2025,REDHILLS,0.69
30-09-2025,REDHILLS,1.58
01-10-2025,REDHILLS,3.58
02-10-2025,REDHILLS,29.41
03-10-2025,REDHILLS,39.62
04-10-2025,REDHILLS,4.46
05-10-2025,REDHILLS,2.75
06-10-2025,REDHILLS,3.93
07-10-2025,REDHILLS,52.42
08-10-2025,REDHILLS,18.78
09-10-2025,REDHILLS,15.74
10-10-2025,REDHILLS,2.82
11-10-2025,REDHILLS,26.21
12-10-2025,REDHILLS,50.62
13-10-2025,REDHILLS,44.03
14-10-2025,REDHILLS,24.59
15-10-2025,REDHILLS,1.96
16-10-2025,REDHILLS,2.98
17-10-2025,REDHILLS,1.26
18-10-2025,REDHILLS,7.44
19-10-2025,REDHILLS,3.64
20-10-2025,REDHILLS,7.53
21-10-2025,REDHILLS,12.16
22-10-2025,REDHILLS,71.61
23-10-2025,REDHILLS,23.56
24-10-2025,REDHILLS,45.04
25-10-2025,REDHILLS,30.98
26-10-2025,REDHILLS,2.98
27-10-2025,REDHILLS,33.29
28-10-2025,REDHILLS,8.04
29-10-2025,REDHILLS,25.48
30-10-2025,REDHILLS,10.42
31-10-2025,REDHILLS,151.57
01-11-2025,REDHILLS,7.65
02-11-2025,REDHILLS,8.18
03-11-2025,REDHILLS,66.72
04-11-2025,REDHILLS,0.62
05-11-2025,REDHILLS,29.82
06-11-2025,REDHILLS,32.3
07-11-2025,REDHILLS,45.25
08-11-2025,REDHILLS,91.67
09-11-2025,REDHILLS,92.83
10-11-2025,REDHILLS,1.69
11-11-2025,REDHILLS,43.13
12-11-2025,REDHILLS,25.98
13-11-2025,REDHILLS,26.06
14-11-2025,REDHILLS,3.43
15-11-2025,REDHILLS,26.26
16-11-2025,REDHILLS,101.11
17-11-2025,REDHILLS,60.71
18-11-2025,REDHILLS,14.46
19-11-2025,REDHILLS,1.02
20-11-2025,REDHILLS,11.25
21-11-2025,REDHILLS,43.77
22-11-2025,REDHILLS,30.22
23-11-2025,REDHILLS,15.37
24-11-2025,REDHILLS,1.42
25-11-2025,REDHILLS,13.92
26-11-2025,REDHILLS,15.83
27-11-2025,REDHILLS,65.97
28-11-2025,REDHILLS,25.62
29-11-2025,REDHILLS,9.34
30-11-2025,REDHILLS,18.63
01-12-2025,REDHILLS,1.71
02-12-2025,REDHILLS,89.9
03-12-2025,REDHILLS,11.16
04-12-2025,REDHILLS,16.25
05-12-2025,REDHILLS,10.97
06-12-2025,REDHILLS,28.68
07-12-2025,REDHILLS,27.13
08-12-2025,REDHILLS,31.41
09-12-2025,REDHILLS,7.8
10-12-2025,REDHILLS,9.48
11-12-2025,REDHILLS,3.35
12-12-2025,REDHILLS,26.64
13-12-2025,REDHILLS,1.02
14-12-2025,REDHILLS,22.76
15-12-2025,REDHILLS,50.95
16-12-2025,REDHILLS,55.37
17-12-2025,REDHILLS,14.9
18-12-2025,REDHILLS,15.37
19-12-2025,REDHILLS,2.0
20-12-2025,REDHILLS,27.77
21-12-2025,REDHILLS,43.05
22-12-2025,REDHILLS,7.01
23-12-2025,REDHILLS,13.67
24-12-2025,REDHILLS,45.63
25-12-2025,REDHILLS,52.41
26-12-2025,REDHILLS,6.97
27-12-2025,REDHILLS,19.99
28-12-2025,REDHILLS,5.35
29-12-2025,REDHILLS,2.69
30-12-2025,REDHILLS,60.51
31-12-2025,REDHILLS,42.94
01-01-2026,REDHILLS,2.85
02-01-2026,REDHILLS,0.1
03-01-2026,REDHILLS,3.71
04-01-2026,REDHILLS,1.15
05-01-2026,REDHILLS,0.84
06-01-2026,REDHILLS,1.58
07-01-2026,REDHILLS,0.19
08-01-2026,REDHILLS,2.83
09-01-2026,REDHILLS,1.75
10-01-2026,REDHILLS,0.41
11-01-2026,REDHILLS,0.42
12-01-2026,REDHILLS,0.41
13-01-2026,REDHILLS,0.12
14-01-2026,REDHILLS,1.77
15-01-2026,REDHILLS,3.67
16-01-2026,REDHILLS,0.04
17-01-2026,REDHILLS,0.1
18-01-2026,REDHILLS,1.7
19-01-2026,REDHILLS,3.42
20-01-2026,REDHILLS,0.79
21-01-2026,REDHILLS,0.86
22-01-2026,REDHILLS,1.81
23-01-2026,REDHILLS,0.64
24-01-2026,REDHILLS,0.05
25-01-2026,REDHILLS,2.66
26-01-2026,REDHILLS,1.97
27-01-2026,REDHILLS,1.74
28-01-2026,REDHILLS,2.71
29-01-2026,REDHILLS,2.25
30-01-2026,REDHILLS,0.46
31-01-2026,REDHILLS,0.87
01-02-2026,REDHILLS,0.27
02-02-2026,REDHILLS,0.28
03-02-2026,REDHILLS,2.26
04-02-2026,REDHILLS,3.91
05-02-2026,REDHILLS,6.58
06-02-2026,REDHILLS,1.98
07-02-2026,REDHILLS,0.41
08-02-2026,REDHILLS,0.22
09-02-2026,REDHILLS,3.35
10-02-2026,REDHILLS,1.73
11-02-2026,REDHILLS,1.93
12-02-2026,REDHILLS,3.04
13-02-2026,REDHILLS,2.43
14-02-2026,REDHILLS,3.6
15-02-2026,REDHILLS,0.12
16-02-2026,REDHILLS,2.75
17-02-2026,REDHILLS,3.81
18-02-2026,REDHILLS,0.67
19-02-2026,REDHILLS,2.05
20-02-2026,REDHILLS,0.75
21-02-2026,REDHILLS,6.34
22-02-2026,REDHILLS,0.07
23-02-2026,REDHILLS,1.73
24-02-2026,REDHILLS,0.36
25-02-2026,REDHILLS,2.49
26-02-2026,REDHILLS,0.39
27-02-2026,REDHILLS,0.54
28-02-2026,REDHILLS,1.36
01-03-2026,REDHILLS,4.93
02-03-2026,REDHILLS,0.48
03-03-2026,REDHILLS,0.31
04-03-2026,REDHILLS,2.85
05-03-2026,REDHILLS,1.39
06-03-2026,REDHILLS,4.86
07-03-2026,REDHILLS,0.32
08-03-2026,REDHILLS,2.08
09-03-2026,REDHILLS,0.53
10-03-2026,REDHILLS,0.34
11-03-2026,REDHILLS,2.3
12-03-2026,REDHILLS,1.8
13-03-2026,REDHILLS,2.81
14-03-2026,REDHILLS,0.74
15-03-2026,REDHILLS,1.19
16-03-2026,REDHILLS,1.04
17-03-2026,REDHILLS,8.28
18-03-2026,REDHILLS,0.69
19-03-2026,REDHILLS,0.7
20-03-2026,REDHILLS,0.88
21-03-2026,REDHILLS,1.66
22-03-2026,REDHILLS,0.58
23-03-2026,REDHILLS,4.94
24-03-2026,REDHILLS,0.62
25-03-2026,REDHILLS,4.52
26-03-2026,REDHILLS,0.22
27-03-2026,REDHILLS,2.14
28-03-2026,REDHILLS,4.75
29-03-2026,REDHILLS,0.37
30-03-2026,REDHILLS,6.9
31-03-2026,REDHILLS,1.21
01-04-2026,REDHILLS,5.83
02-04-2026,REDHILLS,2.26
03-04-2026,REDHILLS,0.72
04-04-2026,REDHILLS,0.42
05-04-2026,REDHILLS,0.72
06-04-2026,REDHILLS,0.2
07-04-2026,REDHILLS,0.31
08-04-2026,REDHILLS,0.22
09-04-2026,REDHILLS,1.1
10-04-2026,REDHILLS,3.18
11-04-2026,REDHILLS,0.3
12-04-2026,REDHILLS,0.28
13-04-2026,REDHILLS,2.06
14-04-2026,REDHILLS,0.44
15-04-2026,REDHILLS,0.21
16-04-2026,REDHILLS,0.37
17-04-2026,REDHILLS,5.15
18-04-2026,REDHILLS,3.45
19-04-2026,REDHILLS,0.87
20-04-2026,REDHILLS,2.13
21-04-2026,REDHILLS,1.54
22-04-2026,REDHILLS,2.26
23-04-2026,REDHILLS,2.3
24-04-2026,REDHILLS,1.98
25-04-2026,REDHILLS,0.62
26-04-2026,REDHILLS,0.08
27-04-2026,REDHILLS,1.22
28-04-2026,REDHILLS,4.43
29-04-2026,REDHILLS,1.69
30-04-2026,REDHILLS,3.57
01-05-2026,REDHILLS,9.56
02-05-2026,REDHILLS,0.36
03-05-2026,REDHILLS,2.35
04-05-2026,REDHILLS,2.24
05-05-2026,REDHILLS,7.82
06-05-2026,REDHILLS,8.48
07-05-2026,REDHILLS,2.32
08-05-2026,REDHILLS,0.56
09-05-2026,REDHILLS,3.2
10-05-2026,REDHILLS,0.23
11-05-2026,REDHILLS,3.03
12-05-2026,REDHILLS,4.82
13-05-2026,REDHILLS,0.97
14-05-2026,REDHILLS,1.99
15-05-2026,REDHILLS,1.12
16-05-2026,REDHILLS,1.15
17-05-2026,REDHILLS,0.74
18-05-2026,REDHILLS,2.87
19-05-2026,REDHILLS,5.5
20-05-2026,REDHILLS,5.65
21-05-2026,REDHILLS,0.38
22-05-2026,REDHILLS,4.15
23-05-2026,REDHILLS,2.67
24-05-2026,REDHILLS,0.58
25-05-2026,REDHILLS,0.14
26-05-2026,REDHILLS,0.62
27-05-2026,REDHILLS,4.87
28-05-2026,REDHILLS,2.01
29-05-2026,REDHILLS,2.55
30-05-2026,REDHILLS,0.59
31-05-2026,REDHILLS,2.54
01-06-2026,REDHILLS,0.06
02-06-2026,REDHILLS,0.94
03-06-2026,REDHILLS,1.97
04-06-2026,REDHILLS,0.32
05-06-2026,REDHILLS,3.46
06-06-2026,REDHILLS,0.54
07-06-2026,REDHILLS,2.11
08-06-2026,REDHILLS,1.04
09-06-2026,REDHILLS,1.81
10-06-2026,REDHILLS,0.23
11-06-2026,REDHILLS,0.03
12-06-2026,REDHILLS,4.81
13-06-2026,REDHILLS,0.63
14-06-2026,REDHILLS,3.43
15-06-2026,REDHILLS,14.68
16-06-2026,REDHILLS,0.48
17-06-2026,REDHILLS,0.62
18-06-2026,REDHILLS,2.17
19-06-2026,REDHILLS,6.73
20-06-2026,REDHILLS,4.95
21-06-2026,REDHILLS,1.4
22-06-2026,REDHILLS,3.17
23-06-2026,REDHILLS,0.29
24-06-2026,REDHILLS,7.58
25-06-2026,REDHILLS,6.67
26-06-2026,REDHILLS,0.36
27-06-2026,REDHILLS,0.71
28-06-2026,REDHILLS,0.21
29-06-2026,REDHILLS,0.63
30-06-2026,REDHILLS,3.39
01-07-2026,REDHILLS,0.95
02-07-2026,REDHILLS,0.19
03-07-2026,REDHILLS,0.84
04-07-2026,REDHILLS,7.97
05-07-2026,REDHILLS,1.99
06-07-2026,REDHILLS,1.08
07-07-2026,REDHILLS,0.36
08-07-2026,REDHILLS,8.56
09-07-2026,REDHILLS,3.44
10-07-2026,REDHILLS,0.66
11-07-2026,REDHILLS,0.15
12-07-2026,REDHILLS,0.12
13-07-2026,REDHILLS,0.26
14-07-2026,REDHILLS,1.74
15-07-2026,REDHILLS,5.28
16-07-2026,REDHILLS,1.37
17-07-2026,REDHILLS,3.7
18-07-2026,REDHILLS,1.18
19-07-2026,REDHILLS,2.47
20-07-2026,REDHILLS,2.63
21-07-2026,REDHILLS,0.38
22-07-2026,REDHILLS,0.9
23-07-2026,REDHILLS,2.03
24-07-2026,REDHILLS,0.15
25-07-2026,REDHILLS,0.9
26-07-2026,REDHILLS,1.53
27-07-2026,REDHILLS,11.16
28-07-2026,REDHILLS,1.29
29-07-2026,REDHILLS,3.39
30-07-2026,REDHILLS,1.13
31-07-2026,REDHILLS,3.18
01-08-2026,REDHILLS,1.81
02-08-2026,REDHILLS,4.35
03-08-2026,REDHILLS,1.06
04-08-2026,REDHILLS,1.85
05-08-2026,REDHILLS,1.99
06-08-2026,REDHILLS,1.08
07-08-2026,REDHILLS,0.31
08-08-2026,REDHILLS,0.2
09-08-2026,REDHILLS,0.03
10-08-2026,REDHILLS,4.14
11-08-2026,REDHILLS,0.54
12-08-2026,REDHILLS,0.48
13-08-2026,REDHILLS,2.66
14-08-2026,REDHILLS,0.77
15-08-2026,REDHILLS,1.41
16-08-2026,REDHILLS,0.35
17-08-2026,REDHILLS,6.43
18-08-2026,REDHILLS,3.82
19-08-2026,REDHILLS,3.99
20-08-2026,REDHILLS,1.04
21-08-2026,REDHILLS,2.87
22-08-2026,REDHILLS,0.31
23-08-2026,REDHILLS,0.02
24-08-2026,REDHILLS,0.04
25-08-2026,REDHILLS,1.77
26-08-2026,REDHILLS,1.22
27-08-2026,REDHILLS,1.46
28-08-2026,REDHILLS,0.01
29-08-2026,REDHILLS,1.1
30-08-2026,REDHILLS,2.53
31-08-2026,REDHILLS,1.17
01-09-2026,REDHILLS,2.64
02-09-2026,REDHILLS,0.53
03-09-2026,REDHILLS,3.35
04-09-2026,REDHILLS,1.78
05-09-2026,REDHILLS,0.47
06-09-2026,REDHILLS,0.54
07-09-2026,REDHILLS,1.98
08-09-2026,REDHILLS,3.54
09-09-2026,REDHILLS,1.07
10-09-2026,REDHILLS,0.6
11-09-2026,REDHILLS,4.03
12-09-2026,REDHILLS,2.21
13-09-2026,REDHILLS,1.19
14-09-2026,REDHILLS,1.34
15-09-2026,REDHILLS,0.46
16-09-2026,REDHILLS,1.97
17-09-2024,CHEMBARAMBAKKAM,0.89
18-09-2024,CHEMBARAMBAKKAM,10.87
19-09-2024,CHEMBARAMBAKKAM,1.31
20-09-2024,CHEMBARAMBAKKAM,1.33
21-09-2024,CHEMBARAMBAKKAM,1.67
22-09-2024,CHEMBARAMBAKKAM,4.97
23-09-2024,CHEMBARAMBAKKAM,3.23
24-09-2024,CHEMBARAMBAKKAM,1.2
25-09-2024,CHEMBARAMBAKKAM,2.54
26-09-2024,CHEMBARAMBAKKAM,1.76
27-09-2024,CHEMBARAMBAKKAM,1.36
28-09-2024,CHEMBARAMBAKKAM,0.43
29-09-2024,CHEMBARAMBAKKAM,1.25
30-09-2024,CHEMBARAMBAKKAM,0.56
01-10-2024,CHEMBARAMBAKKAM,61.58
02-10-2024,CHEMBARAMBAKKAM,10.21
03-10-2024,CHEMBARAMBAKKAM,76.05
04-10-2024,CHEMBARAMBAKKAM,19.04
05-10-2024,CHEMBARAMBAKKAM,24.96
06-10-2024,CHEMBARAMBAKKAM,19.57
07-10-2024,CHEMBARAMBAKKAM,3.46
08-10-2024,CHEMBARAMBAKKAM,11.78
09-10-2024,CHEMBARAMBAKKAM,2.61
10-10-2024,CHEMBARAMBAKKAM,24.38
11-10-2024,CHEMBARAMBAKKAM,14.8
12-10-2024,CHEMBARAMBAKKAM,37.63
13-10-2024,CHEMBARAMBAKKAM,6.23
14-10-2024,CHEMBARAMBAKKAM,4.5
15-10-2024,CHEMBARAMBAKKAM,13.04
16-10-2024,CHEMBARAMBAKKAM,65.29
17-10-2024,CHEMBARAMBAKKAM,30.98
18-10-2024,CHEMBARAMBAKKAM,13.57
19-10-2024,CHEMBARAMBAKKAM,18.21
20-10-2024,CHEMBARAMBAKKAM,2.2
21-10-2024,CHEMBARAMBAKKAM,104.3
22-10-2024,CHEMBARAMBAKKAM,27.45
23-10-2024,CHEMBARAMBAKKAM,8.4
24-10-2024,CHEMBARAMBAKKAM,22.04
25-10-2024,CHEMBARAMBAKKAM,2.9
26-10-2024,CHEMBARAMBAKKAM,84.42
27-10-2024,CHEMBARAMBAKKAM,4.8
28-10-2024,CHEMBARAMBAKKAM,26.11
29-10-2024,CHEMBARAMBAKKAM,7.04
30-10-2024,CHEMBARAMBAKKAM,31.61
31-10-2024,CHEMBARAMBAKKAM,37.49
01-11-2024,CHEMBARAMBAKKAM,27.98
02-11-2024,CHEMBARAMBAKKAM,23.83
03-11-2024,CHEMBARAMBAKKAM,55.75
04-11-2024,CHEMBARAMBAKKAM,2.05
05-11-2024,CHEMBARAMBAKKAM,10.05
06-11-2024,CHEMBARAMBAKKAM,7.14
07-11-2024,CHEMBARAMBAKKAM,110.6
08-11-2024,CHEMBARAMBAKKAM,12.33
09-11-2024,CHEMBARAMBAKKAM,32.98
10-11-2024,CHEMBARAMBAKKAM,28.86
11-11-2024,CHEMBARAMBAKKAM,5.96
12-11-2024,CHEMBARAMBAKKAM,6.83
13-11-2024,CHEMBARAMBAKKAM,8.26
14-11-2024,CHEMBARAMBAKKAM,13.24
15-11-2024,CHEMBARAMBAKKAM,6.67
16-11-2024,CHEMBARAMBAKKAM,0.5
17-11-2024,CHEMBARAMBAKKAM,52.88
18-11-2024,CHEMBARAMBAKKAM,84.25
19-11-2024,CHEMBARAMBAKKAM,10.45
20-11-2024,CHEMBARAMBAKKAM,10.33
21-11-2024,CHEMBARAMBAKKAM,0.18
22-11-2024,CHEMBARAMBAKKAM,28.51
23-11-2024,CHEMBARAMBAKKAM,43.64
